code,T0,severity,event_id
002474,2026-01-12,0.4958904202401982,002474_2026-01-12
002488,2024-01-16,0.4148648327586371,002488_2024-01-16
002495,2024-03-21,0.46694215949004264,002495_2024-03-21
002512,2026-01-12,0.5944881969410004,002512_2026-01-12
002513,2024-01-02,0.5214899641244269,002513_2024-01-02
002514,2025-11-11,0.594444428977945,002514_2025-11-11
002535,2024-01-02,0.45691382765531063,002535_2024-01-02
002538,2026-03-06,0.31051343243400514,002538_2026-03-06
002540,2024-01-02,0.2921013488527752,002540_2024-01-02
002545,2026-03-02,0.47663553321502805,002545_2026-03-02
002547,2026-01-12,0.5443298994906905,002547_2026-01-12
002550,2025-10-31,0.2666666461458762,002550_2025-10-31
002551,2025-11-14,0.21394234605859616,002551_2025-11-14
002553,2025-11-03,0.2970296823271683,002553_2025-11-03
002561,2026-01-13,0.3651452142809407,002561_2026-01-13
002566,2025-12-03,0.238938503766772,002566_2025-12-03
002570,2025-11-10,0.277611928930396,002570_2025-11-10
002574,2025-06-04,0.2639257782804337,002574_2025-06-04
002578,2025-12-08,0.36080582733096417,002578_2025-12-08
002579,2025-07-03,0.31858972425107124,002579_2025-07-03
002582,2025-05-20,0.1779705957564488,002582_2025-05-20
002590,2024-11-11,0.302009062600476,002590_2024-11-11
002593,2024-01-04,0.3878504460652018,002593_2024-01-04
002640,2025-10-29,0.38403037125628386,002640_2025-10-29
002641,2024-01-12,0.459207498612046,002641_2024-01-12
002654,2025-10-20,0.27958235025277384,002654_2025-10-20
002660,2024-01-02,0.5726872433387763,002660_2024-01-02
002673,2026-01-06,0.23163253437770678,002673_2026-01-06
002676,2026-01-23,0.48135385788887153,002676_2026-01-23
002677,2026-02-26,0.4256775466082967,002677_2026-02-26
002679,2026-01-26,0.4255604148899668,002679_2026-01-26
002691,2026-02-09,0.6463158155688837,002691_2026-02-09
002692,2024-01-04,0.426877495992261,002692_2024-01-04
002693,2025-02-13,0.6225546518047484,002693_2025-02-13
002695,2025-09-11,0.2760084906101948,002695_2025-09-11
002702,2026-02-05,0.4694408394896697,002702_2026-02-05
002714,2026-01-06,0.36327465847718265,002714_2026-01-06
002719,2026-03-10,0.48884384207873144,002719_2026-03-10
002721,2025-08-21,0.2840095351245645,002721_2025-08-21
002722,2024-01-02,0.3964194664907424,002722_2024-01-02
002730,2025-08-18,0.2261146921429332,002730_2025-08-18
002734,2026-02-27,0.4182372421099577,002734_2026-02-27
002736,2026-01-06,0.28967617592226114,002736_2026-01-06
002743,2025-08-26,0.2047619050952911,002743_2025-08-26
002749,2025-11-13,0.19785496192542934,002749_2025-11-13
002755,2025-11-14,0.31538855165966045,002755_2025-11-14
002786,2024-11-11,0.448056529518078,002786_2024-11-11
002787,2024-12-02,0.41181164812471066,002787_2024-12-02
002793,2025-11-14,0.26343153695365157,002793_2025-11-14
002811,2024-01-02,0.5118343217461684,002811_2024-01-02
002820,2026-02-10,0.3697873653770305,002820_2026-02-10
002830,2024-01-02,0.4758170336176754,002830_2024-01-02
002841,2025-10-27,0.2618665844986036,002841_2025-10-27
002843,2024-03-04,0.48812431101301146,002843_2024-03-04
002847,2025-06-04,0.30921192758972643,002847_2025-06-04
002848,2024-03-04,0.4093959615170503,002848_2024-03-04
002853,2025-05-13,0.22348234046525578,002853_2025-05-13
002858,2026-01-12,0.41460610655365066,002858_2026-01-12
002882,2024-04-09,0.3488627071172076,002882_2024-04-09
002883,2024-01-31,0.3888888888888889,002883_2024-01-31
002888,2024-01-04,0.611229589655292,002888_2024-01-04
002897,2024-11-11,0.31419880125383093,002897_2024-11-11
002898,2025-10-27,0.30680275168261206,002898_2025-10-27
002899,2024-01-02,0.4816326327735854,002899_2024-01-02
002900,2025-07-29,0.2538921744916717,002900_2025-07-29
002901,2026-01-13,0.2353955029765822,002901_2026-01-13
002907,2025-11-14,0.2577855104498081,002907_2025-11-14
002912,2026-02-27,0.47648276467799316,002912_2026-02-27
002915,2025-09-16,0.37748771802929887,002915_2025-09-16
002917,2026-01-22,0.3560263204891828,002917_2026-01-22
002920,2026-01-12,0.427025210027907,002920_2026-01-12
002928,2026-02-09,0.49368153590804037,002928_2026-02-09
002936,2025-11-14,0.14492754562642782,002936_2025-11-14
002938,2025-09-22,0.3331757408858076,002938_2025-09-22
002939,2026-01-06,0.26384973077102924,002939_2026-01-06
002940,2025-11-14,0.4159283419645426,002940_2025-11-14
002941,2026-03-09,0.43618937359026383,002941_2026-03-09
002949,2025-02-20,0.3401118488538354,002949_2025-02-20
002976,2024-01-02,0.5642260050351101,002976_2024-01-02
002988,2025-11-17,0.32592060710833953,002988_2025-11-17
003000,2025-06-04,0.25961896691768716,003000_2025-06-04
003001,2024-01-02,0.4876344052144221,003001_2024-01-02
003003,2024-01-03,0.4579438937287149,003003_2024-01-03
003008,2024-01-04,0.4680325033797827,003008_2024-01-04
003017,2025-10-21,0.1721789638618865,003017_2025-10-21
003020,2026-01-12,0.3657540675173885,003020_2026-01-12
003036,2025-09-09,0.25543474841228336,003036_2025-09-09
003040,2025-08-14,0.3609721435698477,003040_2025-08-14
003816,2024-11-21,0.1842105552892601,003816_2024-11-21
300010,2025-08-26,0.33786613996197284,300010_2025-08-26
300011,2024-01-02,0.43478263074762163,300011_2024-01-02
300014,2025-11-07,0.31326547654641174,300014_2025-11-07
300022,2025-08-26,0.1617161611958736,300022_2025-08-26
300024,2024-12-04,0.38217390813151514,300024_2024-12-04
300033,2024-12-05,0.2780629051236764,300033_2024-12-05
300039,2025-08-20,0.13505746661248902,300039_2025-08-20
300047,2024-03-12,0.3063136380721005,300047_2024-03-12
300050,2024-12-12,0.4320000361171193,300050_2024-12-12
300053,2024-11-11,0.4580679588049401,300053_2024-11-11
300061,2024-12-12,0.42882457179084243,300061_2024-12-12
300065,2026-03-10,0.5080232145221315,300065_2026-03-10
300068,2025-11-06,0.73539352756059,300068_2025-11-06
300076,2024-12-16,0.3815142765676525,300076_2024-12-16
300083,2025-09-17,0.3434704695808382,300083_2025-09-17
300084,2024-01-02,0.4135240580067248,300084_2024-01-02
300085,2025-09-17,0.4006689115787588,300085_2025-09-17
300092,2025-10-31,0.2550966724763407,300092_2025-10-31
300094,2026-01-12,0.411057678849297,300094_2026-01-12
300102,2024-12-12,0.3006087802076296,300102_2024-12-12
300106,2025-04-10,0.2449128304735042,300106_2025-04-10
300111,2026-01-12,0.6255143994530331,300111_2026-01-12
300118,2026-02-04,0.6270833473682792,300118_2026-02-04
300119,2025-10-15,0.2415780153671621,300119_2025-10-15
300121,2025-11-17,0.3036262731957083,300121_2025-11-17
300127,2024-12-04,0.35888888289934034,300127_2024-12-04
300132,2026-02-27,0.4415983738701632,300132_2026-02-27
300135,2024-11-20,0.3861209884156938,300135_2024-11-20
300136,2024-11-13,0.3845113458360189,300136_2024-11-13
300141,2024-01-02,0.5070955583112478,300141_2024-01-02
300147,2024-12-12,0.643114658265332,300147_2024-12-12
300151,2024-11-21,0.47247909561994733,300151_2024-11-21
300158,2025-11-14,0.24694713513968808,300158_2025-11-14
300159,2024-12-10,0.6268292491535309,300159_2024-12-10
300169,2024-11-07,0.5175834161205093,300169_2024-11-07
300174,2025-09-08,0.17727022356842437,300174_2025-09-08
300184,2025-09-23,0.22730917864814618,300184_2025-09-23
300188,2026-01-12,0.42786378538035225,300188_2026-01-12
300211,2025-10-10,0.26285157158539574,300211_2025-10-10
300213,2025-09-16,0.38171140767065026,300213_2025-09-16
300217,2026-02-09,0.3714830281670953,300217_2026-02-09
300218,2025-11-14,0.23532579147022636,300218_2025-11-14
300220,2025-08-20,0.24179430367950452,300220_2025-08-20
300228,2024-03-21,0.3717789976079393,300228_2024-03-21
300240,2025-09-16,0.25620763865763846,300240_2025-09-16
300243,2024-05-17,0.5216674356507841,300243_2024-05-17
300247,2024-01-09,0.37765957618003304,300247_2024-01-09
300253,2025-03-10,0.3421450478649436,300253_2025-03-10
300255,2025-12-11,0.5560597329827079,300255_2025-12-11
300256,2026-01-14,0.4268867684363766,300256_2026-01-14
300261,2025-11-03,0.2718326881089445,300261_2025-11-03
300269,2024-03-18,0.5719769588214695,300269_2024-03-18
300270,2025-03-12,0.35555560334892045,300270_2025-03-12
300277,2026-03-05,0.5575053005769286,300277_2026-03-05
300281,2024-01-02,0.4925619759909974,300281_2024-01-02
300283,2024-01-02,0.45101084540537917,300283_2024-01-02
300292,2024-12-13,0.3197279122539831,300292_2024-12-13
300293,2025-10-13,0.393793838808674,300293_2025-10-13
300303,2024-12-12,0.3088435376689013,300303_2024-12-12
300313,2024-01-17,0.5141294705973615,300313_2024-01-17
300319,2024-11-11,0.38169496532535163,300319_2024-11-11
300342,2024-12-12,0.332009931223813,300342_2024-12-12
300346,2024-11-11,0.24260100588408698,300346_2024-11-11
300348,2025-08-25,0.2926303995589444,300348_2025-08-25
300349,2025-03-14,0.23989030144175272,300349_2025-03-14
300351,2024-01-03,0.4380127602429692,300351_2024-01-03
300354,2025-10-31,0.37766255000347276,300354_2025-10-31
300357,2026-01-13,0.3314671018734282,300357_2026-01-13
300359,2025-08-25,0.20940821270911172,300359_2025-08-25
300364,2024-12-11,0.4099041838355234,300364_2024-12-11
300368,2026-01-06,0.5301507212687802,300368_2026-01-06
300373,2024-11-11,0.23058957096525584,300373_2024-11-11
300375,2024-11-11,0.2958257785399934,300375_2024-11-11
300387,2024-01-03,0.4479041873564395,300387_2024-01-03
300401,2024-11-07,0.27767801427494626,300401_2024-11-07
300413,2026-02-10,0.49649123816108853,300413_2026-02-10
300415,2024-11-11,0.25118107385794847,300415_2024-11-11
300418,2025-02-05,0.37416688419866884,300418_2025-02-05
300427,2026-03-09,0.6582914643363199,300427_2026-03-09
300438,2025-03-03,0.3491773241543577,300438_2025-03-03
300439,2025-08-12,0.17691658958891768,300439_2025-08-12
300442,2025-02-24,0.40214629628294857,300442_2025-02-24
300453,2024-12-03,0.17129633160269825,300453_2024-12-03
300455,2024-11-11,0.3186881292749811,300455_2024-11-11
300456,2026-02-26,0.5318417340002565,300456_2026-02-26
300466,2026-03-09,0.3538011375023646,300466_2026-03-09
300474,2025-10-09,0.33634719525569484,300474_2025-10-09
300484,2024-05-09,0.4709721320988279,300484_2024-05-09
300488,2024-01-04,0.37969923898647306,300488_2024-01-04
300489,2025-03-10,0.33418586590240285,300489_2025-03-10
300491,2025-09-08,0.3874501644466464,300491_2025-09-08
300500,2026-02-24,0.4032011803407861,300500_2026-02-24
300513,2026-01-13,0.38602943744717116,300513_2026-01-13
300515,2025-10-24,0.23736465085394873,300515_2025-10-24
300519,2025-12-03,0.22920532280861008,300519_2025-12-03
300523,2026-02-24,0.3147860404523472,300523_2026-02-24
300534,2024-01-03,0.3930530143701865,300534_2024-01-03
300539,2025-12-30,0.538707182595176,300539_2025-12-30
300540,2024-11-07,0.3195035795932966,300540_2024-11-07
300542,2024-12-16,0.4878228669932039,300542_2024-12-16
300543,2024-01-02,0.5223336309416668,300543_2024-01-02
300546,2025-10-27,0.2814327033349924,300546_2025-10-27
300561,2025-01-14,0.8265126381029626,300561_2025-01-14
300577,2025-01-20,0.344524971209376,300577_2025-01-20
300584,2025-11-14,0.47774687037322955,300584_2025-11-14
300587,2025-11-17,0.37032420846414393,300587_2025-11-17
300588,2026-01-14,0.38838226839356726,300588_2026-01-14
300591,2025-12-30,0.366062933859544,300591_2025-12-30
300599,2024-01-02,0.47317076501747957,300599_2024-01-02
300600,2025-11-24,0.40930981496469526,300600_2025-11-24
300603,2025-09-24,0.23990305151503963,300603_2025-09-24
300606,2024-03-21,0.4004954565554036,300606_2024-03-21
300614,2026-03-10,0.4833836604712145,300614_2026-03-10
300618,2026-02-27,0.41857392027941903,300618_2026-02-27
300622,2025-02-25,0.3878637461970571,300622_2025-02-25
300625,2026-03-18,0.34797791896137975,300625_2026-03-18
300626,2024-01-02,0.570397113622204,300626_2024-01-02
300629,2024-12-12,0.3321299152636112,300629_2024-12-12
300632,2024-01-02,0.42292492022691874,300632_2024-01-02
300637,2025-10-13,0.27112678942770496,300637_2025-10-13
300640,2024-01-02,0.477064189586731,300640_2024-01-02
300641,2024-06-12,0.5007100699325391,300641_2024-06-12
300642,2025-10-17,0.45528740095707326,300642_2025-10-17
300650,2025-11-17,0.3056379429553571,300650_2025-11-17
300668,2024-01-15,0.4171237241840873,300668_2024-01-15
300674,2025-07-11,0.3082926929403425,300674_2025-07-11
300677,2024-12-12,0.2694885318185319,300677_2024-12-12
300690,2024-12-10,0.3692307371056124,300690_2024-12-10
300698,2025-06-24,0.2710316048707073,300698_2025-06-24
300701,2026-01-21,0.39711946366016543,300701_2026-01-21
300703,2026-01-14,0.5642522033155897,300703_2026-01-14
300713,2025-11-13,0.24362184556182445,300713_2025-11-13
300718,2025-09-16,0.325204384507855,300718_2025-09-16
300719,2024-12-12,0.37732254609830085,300719_2024-12-12
300721,2025-07-01,0.19679488632358805,300721_2025-07-01
300738,2025-05-06,0.2650120252855841,300738_2025-05-06
300740,2024-05-09,0.4988751248617424,300740_2024-05-09
300755,2026-01-29,0.4521276340000741,300755_2026-01-29
300756,2025-12-25,0.3676998473543108,300756_2025-12-25
300761,2024-11-07,0.2266374952684323,300761_2024-11-07
300772,2024-12-02,0.37699683847042487,300772_2024-12-02
300779,2025-12-19,0.5738962124363026,300779_2025-12-19
300798,2024-01-04,0.4596100604982639,300798_2024-01-04
300803,2025-09-17,0.4229401614140495,300803_2025-09-17
300804,2026-03-13,0.4518540713722843,300804_2026-03-13
300809,2024-01-02,0.3895595573401885,300809_2024-01-02
300823,2024-01-02,0.5115761459455122,300823_2024-01-02
300825,2025-11-03,0.31058021070132613,300825_2025-11-03
300826,2025-09-17,0.16287878424999652,300826_2025-09-17
300827,2024-12-09,0.4948330761976006,300827_2024-12-09
300832,2024-12-30,0.3045473112784408,300832_2024-12-30
300840,2025-03-12,0.3848285395267315,300840_2025-03-12
300841,2025-12-01,0.4447186510970571,300841_2025-12-01
300843,2025-01-22,0.37783637140363596,300843_2025-01-22
300853,2025-08-06,0.2890365291110459,300853_2025-08-06
300860,2026-01-12,0.25367284334584445,300860_2026-01-12
300862,2024-02-29,0.2888096743898912,300862_2024-02-29
300869,2026-01-26,0.37591241595995717,300869_2026-01-26
300879,2025-07-07,0.3749999784953229,300879_2025-07-07
300880,2024-12-09,0.22673965186901907,300880_2024-12-09
300885,2024-01-02,0.49668875783960054,300885_2024-01-02
300889,2024-01-02,0.545508252872594,300889_2024-01-02
300892,2024-12-12,0.4507103907045926,300892_2024-12-12
300893,2024-03-18,0.21280227640173316,300893_2024-03-18
300897,2025-10-16,0.2915118082136061,300897_2025-10-16
300913,2024-05-27,0.37959647410191927,300913_2024-05-27
300916,2025-11-05,0.27678566596230464,300916_2025-11-05
300917,2024-11-07,0.5021276821859316,300917_2024-11-07
300918,2025-09-16,0.4822101370844799,300918_2025-09-16
300920,2024-01-02,0.5072735564986057,300920_2024-01-02
300923,2024-01-02,0.524839761688534,300923_2024-01-02
300946,2026-01-12,0.3661410588493718,300946_2026-01-12
300960,2024-01-04,0.5333037301964471,300960_2024-01-04
300993,2025-11-04,0.4190054328857593,300993_2025-11-04
301001,2025-01-09,0.4731961168162214,301001_2025-01-09
301010,2026-03-18,0.40964359907736075,301010_2026-03-18
301019,2026-01-14,0.3344543742273078,301019_2026-01-14
301037,2024-01-02,0.5666342333917525,301037_2024-01-02
301038,2025-10-23,0.36874002422315877,301038_2025-10-23
301043,2024-01-02,0.4162949751694467,301043_2024-01-02
301052,2026-01-12,0.5318161464093828,301052_2026-01-12
301056,2026-02-03,0.4914126821230204,301056_2026-02-03
301062,2025-03-19,0.2914622331616309,301062_2025-03-19
301065,2026-03-10,0.31295614859173876,301065_2026-03-10
301076,2025-09-17,0.4434435529552827,301076_2025-09-17
301082,2025-11-07,0.24456576839536512,301082_2025-11-07
301089,2026-01-27,0.41838807286679786,301089_2026-01-27
301091,2024-11-06,0.5213882070249185,301091_2024-11-06
301113,2026-03-10,0.39418266708365685,301113_2026-03-10
301117,2026-03-10,0.6898638170462332,301117_2026-03-10
301136,2026-01-12,0.5595727087424177,301136_2026-01-12
301139,2025-07-09,0.34881168674391894,301139_2025-07-09
301141,2025-10-13,0.3555055756572621,301141_2025-10-13
301151,2025-10-28,0.20550288125614152,301151_2025-10-28
301152,2025-03-03,0.3688445828598024,301152_2025-03-03
301161,2025-09-23,0.32234168049980655,301161_2025-09-23
301162,2026-03-12,0.4001683074625486,301162_2026-03-12
301168,2026-01-23,0.2191833292599357,301168_2026-01-23
301225,2026-01-19,0.5693641798364779,301225_2026-01-19
301234,2026-01-09,0.30585920342997125,301234_2026-01-09
301256,2026-01-15,0.488661461438289,301256_2026-01-15
301257,2024-01-15,0.4682567065872104,301257_2024-01-15
301268,2026-03-12,0.5467378943368243,301268_2026-03-12
301272,2025-10-09,0.29995545106709187,301272_2025-10-09
301296,2025-09-11,0.18625497067097196,301296_2025-09-11
301297,2024-12-20,0.33559047426653477,301297_2024-12-20
301316,2025-10-31,0.2932976176067741,301316_2025-10-31
301331,2025-11-13,0.24559106030991829,301331_2025-11-13
301339,2025-03-11,0.23706563706563707,301339_2025-03-11
301357,2026-01-09,0.5247253631436262,301357_2026-01-09
301358,2025-03-03,0.3991150610767432,301358_2025-03-03
301421,2025-10-13,0.38397578599670007,301421_2025-10-13
301456,2026-01-19,0.3779930082465844,301456_2026-01-19
301503,2025-10-29,0.1816143452836079,301503_2025-10-29
301511,2025-08-13,0.32469080092758107,301511_2025-08-13
301533,2026-01-30,0.449386935426205,301533_2026-01-30
600000,2025-09-11,0.3201133007766315,600000_2025-09-11
600007,2025-01-27,0.1466346509137701,600007_2025-01-27
600008,2024-12-12,0.13742694118126372,600008_2024-12-12
600016,2025-11-20,0.16190477537991596,600016_2025-11-20
600017,2025-07-24,0.11607586154005925,600017_2025-07-24
600023,2024-09-30,0.23625551275414017,600023_2024-09-30
600025,2024-09-30,0.2632034700126689,600025_2024-09-30
600027,2024-06-13,0.3061275308896488,600027_2024-06-13
600029,2026-02-09,0.39806997699860003,600029_2026-02-09
600038,2024-11-11,0.24755555867094045,600038_2024-11-11
600059,2025-06-30,0.1805682814154911,600059_2025-06-30
600061,2025-10-29,0.19130433229467597,600061_2025-10-29
600071,2025-02-07,0.2934738584268366,600071_2025-02-07
600073,2025-06-03,0.20837155142084107,600073_2025-06-03
600082,2026-02-11,0.4439461864024342,600082_2026-02-11
600095,2026-01-06,0.3711167307619586,600095_2026-01-06
600104,2025-12-15,0.33164558483078455,600104_2025-12-15
600115,2026-02-09,0.4507042153492122,600115_2026-02-09
600148,2024-03-20,0.25974028443183805,600148_2024-03-20
600155,2024-03-21,0.2928039511230315,600155_2024-03-21
600163,2024-12-24,0.25232197603304923,600163_2024-12-24
600168,2024-01-03,0.26431720451986596,600168_2024-01-03
600186,2024-01-03,0.46337577544090713,600186_2024-01-03
